
============================================================
filter_models.py — 2026-06-20 14:13:57
Source: /Users/mbp/Documents/MTECH/Sem4/Individual_project/AI_Assisted_3D_Assembly_Design/AI-Assisted-3D-Assembly-Design/Source_3d_models
Thresholds: nodes > 20  edges > 60  timeout 120s
============================================================

Found 7048 assembly.json model(s).
Found 182 hand-crafted STEP model(s) (no assembly.json).
  [5867/7048] NODES>20 (39 bodies): 74064_cfb9aa88 → nodes_gt_20/
  [5871/7048] NODES>20 (23 bodies): 74281_623219a4 → nodes_gt_20/
  [5890/7048] NODES>20 (44 bodies): 75032_945d0803 → nodes_gt_20/
  [5893/7048] NODES>20 (45 bodies): 75270_25a261ef → nodes_gt_20/
  [5895/7048] NODES>20 (139 bodies): 75303_045fc848 → nodes_gt_20/
  [5896/7048] NODES>20 (24 bodies): 75391_b627edbf → nodes_gt_20/
  [5897/7048] NODES>20 (36 bodies): 75506_31b65030 → nodes_gt_20/
  [5898/7048] NODES>20 (36 bodies): 75506_8c7c5f34 → nodes_gt_20/
  [5899/7048] NODES>20 (36 bodies): 75506_f7862d5b → nodes_gt_20/
  [5904/7048] NODES>20 (33 bodies): 75863_0ac4c02d → nodes_gt_20/
  [5911/7048] NODES>20 (57 bodies): 75982_f8018303 → nodes_gt_20/
  [5916/7048] NODES>20 (139 bodies): 76072_7c02a2b7 → nodes_gt_20/
  [5923/7048] NODES>20 (54 bodies): 76298_af8ea172 → nodes_gt_20/
  [5928/7048] NODES>20 (41 bodies): 76647_42842a1f → nodes_gt_20/
  [5930/7048] NODES>20 (23 bodies): 76879_65a30a82 → nodes_gt_20/
  [5931/7048] NODES>20 (24 bodies): 76880_9bb28e72 → nodes_gt_20/
  [5932/7048] NODES>20 (74 bodies): 76890_d609775f → nodes_gt_20/
  [5940/7048] EDGES>60 (88 dir-edges): 77556_8660cc46 → edges_gt_60/
  [5941/7048] NODES>20 (32 bodies): 77557_9e74d2e6 → nodes_gt_20/
  [5946/7048] NODES>20 (56 bodies): 77773_7dcea66d → nodes_gt_20/
  [5947/7048] NODES>20 (56 bodies): 77773_ab657cae → nodes_gt_20/
  [5954/7048] NODES>20 (24 bodies): 77978_032f0fea → nodes_gt_20/
  [5957/7048] NODES>20 (61 bodies): 78097_552d7a32 → nodes_gt_20/
  [5959/7048] NODES>20 (107 bodies): 78113_8d1cee7b → nodes_gt_20/
  [5960/7048] NODES>20 (111 bodies): 78113_df39c641 → nodes_gt_20/
  [5961/7048] NODES>20 (77 bodies): 78187_e4dcbbe8 → nodes_gt_20/
  [5964/7048] NODES>20 (67 bodies): 78288_d264181d → nodes_gt_20/
  [5966/7048] NODES>20 (231 bodies): 78302_6489d846 → nodes_gt_20/
  [5968/7048] NODES>20 (45 bodies): 78407_09660833 → nodes_gt_20/
  [5971/7048] NODES>20 (22 bodies): 78513_7ad0bd6a → nodes_gt_20/
  [5982/7048] NODES>20 (21 bodies): 78993_bcd98f5f → nodes_gt_20/
  [5983/7048] NODES>20 (41 bodies): 78994_100704f8 → nodes_gt_20/
  [5987/7048] NODES>20 (21 bodies): 79107_9d58e39f → nodes_gt_20/
  [5993/7048] NODES>20 (25 bodies): 79241_14f7881c → nodes_gt_20/
  [5995/7048] NODES>20 (85 bodies): 79248_314ca891 → nodes_gt_20/
  [5996/7048] NODES>20 (85 bodies): 79248_cf16bd68 → nodes_gt_20/
  [5998/7048] NODES>20 (61 bodies): 79327_b79a4ce7 → nodes_gt_20/
  Progress: 6000/7048 — nodes_mv: 1308  edges_mv: 30
  [6003/7048] NODES>20 (48 bodies): 79440_597de7ee → nodes_gt_20/
  [6020/7048] NODES>20 (21 bodies): 79699_052c41b7 → nodes_gt_20/
  [6022/7048] NODES>20 (32 bodies): 79791_00f639ca → nodes_gt_20/
  [6031/7048] NODES>20 (42 bodies): 79993_6087acd5 → nodes_gt_20/
  [6038/7048] NODES>20 (184 bodies): 80183_3adc2070 → nodes_gt_20/
  [6041/7048] NODES>20 (28 bodies): 80200_c18892ba → nodes_gt_20/
  [6049/7048] NODES>20 (46 bodies): 80485_3e9129f1 → nodes_gt_20/
  [6059/7048] NODES>20 (29 bodies): 80754_9c3b58fa → nodes_gt_20/
  [6061/7048] NODES>20 (23 bodies): 80761_62bb3981 → nodes_gt_20/
  [6065/7048] NODES>20 (50 bodies): 80769_6632d585 → nodes_gt_20/
  [6071/7048] NODES>20 (178 bodies): 80809_5ed43311 → nodes_gt_20/
  [6072/7048] NODES>20 (39 bodies): 80811_a8258f3b → nodes_gt_20/
  [6079/7048] NODES>20 (32 bodies): 81136_5b86c723 → nodes_gt_20/
  [6080/7048] NODES>20 (56 bodies): 81137_b0d6c8bf → nodes_gt_20/
  [6084/7048] NODES>20 (33 bodies): 81149_5e80b3d6 → nodes_gt_20/
  [6086/7048] NODES>20 (63 bodies): 81227_f2ce5bb7 → nodes_gt_20/
  [6087/7048] NODES>20 (43 bodies): 81235_e4be96b6 → nodes_gt_20/
  [6088/7048] NODES>20 (218 bodies): 81247_12bf465a → nodes_gt_20/
  [6089/7048] NODES>20 (29 bodies): 81326_8c3a1378 → nodes_gt_20/
  [6095/7048] NODES>20 (90 bodies): 81675_8d27fc68 → nodes_gt_20/
  [6108/7048] NODES>20 (41 bodies): 81846_da2ec04b → nodes_gt_20/
  [6111/7048] NODES>20 (59 bodies): 81935_9c8f4f6a → nodes_gt_20/
  [6128/7048] NODES>20 (27 bodies): 82001_c694eb79 → nodes_gt_20/
  [6129/7048] NODES>20 (33 bodies): 82002_ef2b4feb → nodes_gt_20/
  [6130/7048] NODES>20 (29 bodies): 82006_ac7d3a0d → nodes_gt_20/
  [6145/7048] NODES>20 (66 bodies): 82147_ce3b87f4 → nodes_gt_20/
  [6148/7048] NODES>20 (23 bodies): 82166_d38439c3 → nodes_gt_20/
  [6154/7048] NODES>20 (22 bodies): 82191_29cb4c44 → nodes_gt_20/
  [6156/7048] NODES>20 (21 bodies): 82281_80cdf67c → nodes_gt_20/
  [6157/7048] NODES>20 (42 bodies): 82285_e7a738e7 → nodes_gt_20/
  [6158/7048] NODES>20 (71 bodies): 82397_9df31ee8 → nodes_gt_20/
  [6160/7048] NODES>20 (52 bodies): 82485_d6d73980 → nodes_gt_20/
  [6167/7048] NODES>20 (31 bodies): 82614_a8ef3280 → nodes_gt_20/
  [6173/7048] EDGES>60 (62 dir-edges): 82772_39244219 → edges_gt_60/
  [6174/7048] NODES>20 (38 bodies): 82798_c2345d59 → nodes_gt_20/
  [6178/7048] NODES>20 (25 bodies): 82906_7b72e0e8 → nodes_gt_20/
  [6179/7048] NODES>20 (67 bodies): 82996_b8dc67c9 → nodes_gt_20/
  [6180/7048] NODES>20 (69 bodies): 82996_efb46df2 → nodes_gt_20/
  [6184/7048] NODES>20 (163 bodies): 83083_147997f1 → nodes_gt_20/
  [6185/7048] NODES>20 (81 bodies): 83090_7c3f8426 → nodes_gt_20/
  [6193/7048] NODES>20 (22 bodies): 83248_233f96d2 → nodes_gt_20/
  [6219/7048] NODES>20 (47 bodies): 83418_6638c32b → nodes_gt_20/
  [6235/7048] EDGES>60 (82 dir-edges): 83776_174ee9ac → edges_gt_60/
  [6243/7048] NODES>20 (28 bodies): 84129_211748cd → nodes_gt_20/
  [6245/7048] NODES>20 (22 bodies): 84239_15bbb485 → nodes_gt_20/
  [6247/7048] NODES>20 (22 bodies): 84256_4164b724 → nodes_gt_20/
  [6254/7048] NODES>20 (58 bodies): 84697_fd17f314 → nodes_gt_20/
  [6255/7048] NODES>20 (105 bodies): 85035_34eb0d22 → nodes_gt_20/
  [6262/7048] NODES>20 (59 bodies): 85436_f6137d9b → nodes_gt_20/
  [6273/7048] NODES>20 (82 bodies): 85711_f9d9ef0c → nodes_gt_20/
  [6277/7048] NODES>20 (22 bodies): 85910_92450b4d → nodes_gt_20/
  [6289/7048] NODES>20 (221 bodies): 86381_dcef1ea4 → nodes_gt_20/
  [6290/7048] NODES>20 (40 bodies): 86382_d80c0d30 → nodes_gt_20/
  [6292/7048] NODES>20 (24 bodies): 86393_b1693b75 → nodes_gt_20/
  [6293/7048] NODES>20 (25 bodies): 86394_cab9796d → nodes_gt_20/
  [6300/7048] NODES>20 (52 bodies): 86801_40091568 → nodes_gt_20/
  [6304/7048] NODES>20 (196 bodies): 86906_78d912d7 → nodes_gt_20/
  [6307/7048] NODES>20 (169 bodies): 87044_409f2ff1 → nodes_gt_20/
  [6308/7048] NODES>20 (68 bodies): 87135_36d20b73 → nodes_gt_20/
  [6309/7048] NODES>20 (37 bodies): 87177_d321707d → nodes_gt_20/
  [6310/7048] NODES>20 (47 bodies): 87177_d74cfc93 → nodes_gt_20/
  [6312/7048] NODES>20 (80 bodies): 87255_f2371fa4 → nodes_gt_20/
  [6313/7048] NODES>20 (36 bodies): 87260_5f2a8b18 → nodes_gt_20/
  [6319/7048] NODES>20 (149 bodies): 87478_52909520 → nodes_gt_20/
  [6324/7048] NODES>20 (61 bodies): 87673_90690a79 → nodes_gt_20/
  [6325/7048] NODES>20 (61 bodies): 87673_eb5d5528 → nodes_gt_20/
  [6327/7048] NODES>20 (33 bodies): 87746_cd1788b9 → nodes_gt_20/
  [6335/7048] NODES>20 (41 bodies): 88134_97474b52 → nodes_gt_20/
  [6337/7048] NODES>20 (43 bodies): 88140_ab9e1aee → nodes_gt_20/
  [6344/7048] NODES>20 (50 bodies): 88384_03fc670b → nodes_gt_20/
  [6345/7048] EDGES>60 (72 dir-edges): 88389_69ff0403 → edges_gt_60/
  [6351/7048] NODES>20 (39 bodies): 88399_52a30a5d → nodes_gt_20/
  [6353/7048] NODES>20 (31 bodies): 88496_e9091f87 → nodes_gt_20/
  [6359/7048] NODES>20 (21 bodies): 88850_a7ef0c56 → nodes_gt_20/
  [6366/7048] NODES>20 (85 bodies): 89044_d66bbf44 → nodes_gt_20/
  [6370/7048] NODES>20 (44 bodies): 89325_8435fdb8 → nodes_gt_20/
  [6372/7048] NODES>20 (37 bodies): 89424_995a070d → nodes_gt_20/
  [6375/7048] NODES>20 (25 bodies): 89505_044965c6 → nodes_gt_20/
  [6376/7048] NODES>20 (43 bodies): 89527_b3bf425d → nodes_gt_20/
  [6382/7048] NODES>20 (134 bodies): 89810_eb12c88b → nodes_gt_20/
  [6383/7048] NODES>20 (24 bodies): 89816_cef36e57 → nodes_gt_20/
  [6384/7048] NODES>20 (66 bodies): 89819_c09f7906 → nodes_gt_20/
  [6391/7048] NODES>20 (38 bodies): 89956_9e544385 → nodes_gt_20/
  [6392/7048] NODES>20 (95 bodies): 89987_a293d8b2 → nodes_gt_20/
  [6422/7048] NODES>20 (21 bodies): 90590_8dec1547 → nodes_gt_20/
  [6425/7048] NODES>20 (62 bodies): 90621_cb95685e → nodes_gt_20/
  [6426/7048] NODES>20 (78 bodies): 90622_34efbbfa → nodes_gt_20/
  [6429/7048] NODES>20 (28 bodies): 90628_b8795213 → nodes_gt_20/
  [6433/7048] NODES>20 (29 bodies): 90716_6ecc7240 → nodes_gt_20/
  [6443/7048] NODES>20 (38 bodies): 91089_e02eca20 → nodes_gt_20/
  [6486/7048] NODES>20 (31 bodies): 91545_a7f91ae4 → nodes_gt_20/
  [6487/7048] NODES>20 (22 bodies): 91547_9fbde779 → nodes_gt_20/
  Progress: 6500/7048 — nodes_mv: 1397  edges_mv: 33
  [6504/7048] NODES>20 (83 bodies): 91703_642cdf1a → nodes_gt_20/
  [6514/7048] NODES>20 (42 bodies): 92055_78df0e52 → nodes_gt_20/
  [6534/7048] NODES>20 (21 bodies): 93395_d6c6f957 → nodes_gt_20/
  [6537/7048] NODES>20 (40 bodies): 93673_0ecfc82e → nodes_gt_20/
  [6544/7048] NODES>20 (34 bodies): 94070_385ef197 → nodes_gt_20/
  [6548/7048] NODES>20 (53 bodies): 94273_050f37a3 → nodes_gt_20/
  [6550/7048] NODES>20 (77 bodies): 94365_99f70627 → nodes_gt_20/
  [6552/7048] NODES>20 (47 bodies): 94410_d32e7520 → nodes_gt_20/
  [6554/7048] NODES>20 (75 bodies): 94488_65dd96e3 → nodes_gt_20/
  [6560/7048] NODES>20 (36 bodies): 94597_2b595bae → nodes_gt_20/
  [6568/7048] NODES>20 (35 bodies): 95271_de3df8d5 → nodes_gt_20/
  [6576/7048] NODES>20 (69 bodies): 95616_f50948cd → nodes_gt_20/
  [6577/7048] NODES>20 (259 bodies): 95618_e90ce26d → nodes_gt_20/
  [6578/7048] NODES>20 (33 bodies): 95620_940f6521 → nodes_gt_20/
  [6579/7048] NODES>20 (23 bodies): 95621_178b5f66 → nodes_gt_20/
  [6580/7048] NODES>20 (84 bodies): 95622_0a0787e4 → nodes_gt_20/
  [6600/7048] NODES>20 (23 bodies): 96889_5337d024 → nodes_gt_20/
  [6601/7048] NODES>20 (52 bodies): 96960_12c5489c → nodes_gt_20/
  [6602/7048] NODES>20 (48 bodies): 96961_37c427cc → nodes_gt_20/
  [6610/7048] NODES>20 (96 bodies): 97489_7df7917b → nodes_gt_20/
  [6613/7048] NODES>20 (22 bodies): 97854_660ed612 → nodes_gt_20/
  [6615/7048] NODES>20 (57 bodies): 98104_de5a280c → nodes_gt_20/
  [6620/7048] NODES>20 (105 bodies): 98199_25784b7e → nodes_gt_20/
  [6623/7048] NODES>20 (21 bodies): 98275_7aa9c558 → nodes_gt_20/
  [6630/7048] NODES>20 (53 bodies): 98300_5afcf0f2 → nodes_gt_20/
  [6633/7048] NODES>20 (70 bodies): 98413_f0baae49 → nodes_gt_20/
  [6635/7048] NODES>20 (37 bodies): 98488_cfd034d6 → nodes_gt_20/
  [6638/7048] NODES>20 (38 bodies): 98504_d5df51ba → nodes_gt_20/
  [6641/7048] NODES>20 (46 bodies): 98519_73b0d9db → nodes_gt_20/
  [6647/7048] NODES>20 (22 bodies): 98698_c4503cd8 → nodes_gt_20/
  [6648/7048] NODES>20 (22 bodies): 98698_cf67126c → nodes_gt_20/
  [6671/7048] NODES>20 (45 bodies): 99636_73c43ebd → nodes_gt_20/
  [6683/7048] NODES>20 (63 bodies): 101831_2478d1ce → nodes_gt_20/
  [6692/7048] NODES>20 (39 bodies): 113835_cf320425 → nodes_gt_20/
  [6694/7048] NODES>20 (35 bodies): 114425_891ab08d → nodes_gt_20/
  [6699/7048] NODES>20 (24 bodies): 121949_e10b5e85 → nodes_gt_20/
  [6701/7048] NODES>20 (37 bodies): 123401_73b57b14 → nodes_gt_20/
  [6709/7048] NODES>20 (153 bodies): 130093_18da9bca → nodes_gt_20/
  [6710/7048] NODES>20 (29 bodies): 130365_d37d0b81 → nodes_gt_20/
  [6715/7048] NODES>20 (32 bodies): 131711_b6dd09f7 → nodes_gt_20/
  [6719/7048] NODES>20 (146 bodies): 131998_287fefc5 → nodes_gt_20/
  [6728/7048] NODES>20 (48 bodies): 135066_6988a2eb → nodes_gt_20/
  [6731/7048] NODES>20 (95 bodies): 135385_c8fedd05 → nodes_gt_20/
  [6733/7048] NODES>20 (251 bodies): 135790_a27f9deb → nodes_gt_20/
  [6744/7048] NODES>20 (21 bodies): 139665_4e8aac7d → nodes_gt_20/
  [6746/7048] NODES>20 (88 bodies): 139796_515f80a8 → nodes_gt_20/
  [6749/7048] NODES>20 (260 bodies): 139866_1209934f → nodes_gt_20/
  [6750/7048] NODES>20 (26 bodies): 140011_8c40a59c → nodes_gt_20/
  [6752/7048] NODES>20 (47 bodies): 141300_06f19ac4 → nodes_gt_20/
  [6753/7048] NODES>20 (54 bodies): 141333_3ba803f4 → nodes_gt_20/
  [6754/7048] NODES>20 (32 bodies): 141333_e315d257 → nodes_gt_20/
  [6758/7048] NODES>20 (43 bodies): 141812_e03d53ba → nodes_gt_20/
  [6781/7048] NODES>20 (35 bodies): 146518_0ab70b0c → nodes_gt_20/
  [6784/7048] NODES>20 (27 bodies): 146999_eea2e46a → nodes_gt_20/
  [6794/7048] NODES>20 (91 bodies): 20952_b8a54213 → nodes_gt_20/
  [6795/7048] NODES>20 (31 bodies): 21028_d4d30a2e → nodes_gt_20/
  [6796/7048] NODES>20 (26 bodies): 21164_de08f61e → nodes_gt_20/
  [6802/7048] NODES>20 (60 bodies): 21647_6b6cca6f → nodes_gt_20/
  [6803/7048] NODES>20 (37 bodies): 21656_964b0c84 → nodes_gt_20/
  [6809/7048] NODES>20 (41 bodies): 22211_b1ee53f0 → nodes_gt_20/
  [6811/7048] NODES>20 (22 bodies): 22266_078a1f68 → nodes_gt_20/
  [6815/7048] NODES>20 (147 bodies): 22492_047b125b → nodes_gt_20/
  [6825/7048] NODES>20 (23 bodies): 23132_1847c4ef → nodes_gt_20/
  [6830/7048] NODES>20 (23 bodies): 23466_1cf60d09 → nodes_gt_20/
  [6832/7048] NODES>20 (28 bodies): 23501_6c48b3c1 → nodes_gt_20/
  [6838/7048] NODES>20 (29 bodies): 23923_611fa318 → nodes_gt_20/
  [6839/7048] NODES>20 (23 bodies): 23960_48cc0f21 → nodes_gt_20/
  [6847/7048] NODES>20 (32 bodies): 24232_f17edda3 → nodes_gt_20/
  [6850/7048] NODES>20 (33 bodies): 24338_848cab42 → nodes_gt_20/
  [6854/7048] NODES>20 (21 bodies): 24475_add72b6f → nodes_gt_20/
  [6857/7048] NODES>20 (50 bodies): 24513_ab6abde4 → nodes_gt_20/
  [6860/7048] NODES>20 (56 bodies): 24549_8a25a54c → nodes_gt_20/
  [6861/7048] NODES>20 (43 bodies): 24580_1b8e8501 → nodes_gt_20/
  [6862/7048] NODES>20 (29 bodies): 24584_a13ef50c → nodes_gt_20/
  [6864/7048] NODES>20 (32 bodies): 24617_10a4171b → nodes_gt_20/
  [6867/7048] NODES>20 (37 bodies): 24651_ac891091 → nodes_gt_20/
  [6870/7048] NODES>20 (33 bodies): 24679_17a2a710 → nodes_gt_20/
  [6871/7048] NODES>20 (48 bodies): 24682_77408ea9 → nodes_gt_20/
  [6873/7048] NODES>20 (27 bodies): 24692_86ddfd16 → nodes_gt_20/
  [6881/7048] NODES>20 (51 bodies): 24819_e29a6f5b → nodes_gt_20/
  [6885/7048] NODES>20 (22 bodies): 24830_8328e407 → nodes_gt_20/
  [6890/7048] NODES>20 (48 bodies): 24940_dc89bd52 → nodes_gt_20/
  [6891/7048] NODES>20 (26 bodies): 24973_7bf7d030 → nodes_gt_20/
  [6893/7048] NODES>20 (26 bodies): 25201_ae8d5a33 → nodes_gt_20/
  [6894/7048] NODES>20 (26 bodies): 25201_e0d49b92 → nodes_gt_20/
  [6896/7048] NODES>20 (25 bodies): 25308_4fdcc469 → nodes_gt_20/
  [6900/7048] NODES>20 (77 bodies): 25399_687d00a3 → nodes_gt_20/
  [6901/7048] NODES>20 (77 bodies): 25399_90513625 → nodes_gt_20/
  [6902/7048] NODES>20 (23 bodies): 25399_93a1afcd → nodes_gt_20/
  [6904/7048] NODES>20 (44 bodies): 25833_d85546aa → nodes_gt_20/
  [6906/7048] NODES>20 (21 bodies): 25846_73c80990 → nodes_gt_20/
  [6913/7048] NODES>20 (22 bodies): 27655_04ca3d07 → nodes_gt_20/
  [6914/7048] NODES>20 (21 bodies): 30256_da1d01b5 → nodes_gt_20/
  [6915/7048] NODES>20 (60 bodies): 30271_902f8ddc → nodes_gt_20/
  [6924/7048] NODES>20 (27 bodies): 32879_49552f2f → nodes_gt_20/
  [6926/7048] NODES>20 (30 bodies): 33529_756075a0 → nodes_gt_20/
  [6929/7048] NODES>20 (31 bodies): 33968_1d605403 → nodes_gt_20/
  [6930/7048] NODES>20 (49 bodies): 33988_54d851e3 → nodes_gt_20/
  [6931/7048] NODES>20 (50 bodies): 33988_724280ed → nodes_gt_20/
  [6937/7048] NODES>20 (94 bodies): 35866_d0233b36 → nodes_gt_20/
  [6941/7048] NODES>20 (31 bodies): 38396_3b96876b → nodes_gt_20/
  [6942/7048] NODES>20 (31 bodies): 38663_d63ead66 → nodes_gt_20/
  [6945/7048] NODES>20 (38 bodies): 40417_b8d98f73 → nodes_gt_20/
  [6947/7048] NODES>20 (26 bodies): 41128_ee74f244 → nodes_gt_20/
  [6948/7048] NODES>20 (25 bodies): 41394_22076a40 → nodes_gt_20/
  [6951/7048] NODES>20 (46 bodies): 41633_22f83177 → nodes_gt_20/
  [6952/7048] NODES>20 (21 bodies): 41678_166426e9 → nodes_gt_20/
  [6955/7048] NODES>20 (30 bodies): 41776_50aabc9d → nodes_gt_20/
  [6961/7048] NODES>20 (81 bodies): 42329_df7f540f → nodes_gt_20/
  [6965/7048] NODES>20 (81 bodies): 43529_4804941b → nodes_gt_20/
  [6970/7048] NODES>20 (34 bodies): 44549_80871153 → nodes_gt_20/
  [6974/7048] NODES>20 (90 bodies): 48402_8c965495 → nodes_gt_20/
  [6975/7048] NODES>20 (37 bodies): 49141_4dbe564e → nodes_gt_20/
  [6976/7048] NODES>20 (41 bodies): 50315_0f1419bf → nodes_gt_20/
  [6983/7048] NODES>20 (42 bodies): 51723_ab02be01 → nodes_gt_20/
  [6984/7048] NODES>20 (27 bodies): 51877_0032e502 → nodes_gt_20/
  [6985/7048] NODES>20 (27 bodies): 51914_fb924efa → nodes_gt_20/
  [6992/7048] NODES>20 (27 bodies): 53848_7c64ed9f → nodes_gt_20/
  [6993/7048] EDGES>60 (68 dir-edges): 54172_eb723054 → edges_gt_60/
  [6998/7048] NODES>20 (23 bodies): 56353_ad819cb6 → nodes_gt_20/
  Progress: 7000/7048 — nodes_mv: 1516  edges_mv: 34
  [7004/7048] NODES>20 (77 bodies): 65375_674ff0b9 → nodes_gt_20/
  [7012/7048] EDGES>60 (74 dir-edges): 67403_bb0225a8 → edges_gt_60/
  [7013/7048] NODES>20 (40 bodies): 67572_05561813 → nodes_gt_20/
  [7017/7048] NODES>20 (24 bodies): 71847_be09fd09 → nodes_gt_20/
  [7038/7048] NODES>20 (196 bodies): 86906_78d912d7 → nodes_gt_20/
  [7046/7048] NODES>20 (99 bodies): 97342_27fcca0b → nodes_gt_20/
  [7047/7048] NODES>20 (96 bodies): 97489_7df7917b → nodes_gt_20/
  [7048/7048] NODES>20 (25 bodies): 98706_d4fc75d2 → nodes_gt_20/

Phase 1 done: 1523 nodes_gt_20  35 edges_gt_60  5490 ok  0 errors

--- Phase 2: gmsh-based filtering (182 STEP models) ---
  [1/182] OK  Bearing Base.STEP [0.4s]
  [2/182] OK  Bearing Bush second part.STEP [0.1s]
  [3/182] OK  Bearing Bush.STEP [0.1s]
  [4/182] OK  Bearing Cap.STEP [0.3s]
  [5/182] OK  Wall Bearing.STEP [1.1s]
  [6/182] OK  Spindle Bracket.step [2.6s]
  [7/182] OK  Spindle Mounting Bracket 80mm.step [14.3s]
  [8/182] NODES>20 (31): GUIDE ROLLER ASSEMBLY.STEP [0.3s] → nodes_gt_20/
  [9/182] OK  1-4_20_nut.STEP [0.1s]
  [10/182] OK  250_washer.STEP [0.1s]
  [11/182] OK  bolt_250x1500.STEP [0.1s]
  [12/182] OK  omar_clamp_block.STEP [0.1s]
  [13/182] OK  omar_clamp_block_02.STEP [0.2s]
  [14/182] OK  omar_offset_clamp_3in.STEP [0.2s]
  [15/182] OK  omar_tandem_clip_01.STEP [0.1s]
  [16/182] OK  omar_tandem_spacer.STEP [0.1s]
  [17/182] OK  omar_tube_5x.STEP [0.1s]
  [18/182] NODES>20 (33): Ass'y, Tramp Stamp with License Plate Bracket.stp [0.4s] → nodes_gt_20/
  [19/182] EDGES>60 (116): License Plate Bracket Assembly.STEP [22.1s] → edges_gt_60/
  [20/182] OK  SLOT SENSOR ASSEMBLY.STEP [1.2s]
  [21/182] OK  Starlink Mobility Mount Adapter.stp [0.1s]
  [22/182] OK  STOPPER ASSEMBLY.STEP [1.0s]
  [23/182] OK  DN444M6.STEP [0.3s]
  [24/182] OK  MouldOvenLocker.STEP [3.4s]
  [25/182] OK  CLAMP U-BOLT MOUNTING HARDWARE.stp [0.5s]
  [26/182] OK  Assembly.stp [0.9s]
  [27/182] OK  Assembly_1.stp [0.9s]
  [28/182] OK  Петля карточная 110х40.STEP [0.2s]
  [29/182] OK  20x20 3D Print Hinge.STEP [0.1s]
  [30/182] OK  3.5 INCH NO SQUEAK DOOR HINGE BUTT HINGE INTERIOR DOOR.stp [0.7s]
  [31/182] OK  hinge.STEP [0.2s]
  [32/182] OK  Basetech Hinge Width 60mm.step [0.2s]
  [33/182] OK  70 x 50 hinge.step [0.2s]
  [34/182] OK  Assembly - Hinge HL043.STEP [0.2s]
  [35/182] OK  Assembly - Hl051-3.STEP [0.5s]
  [36/182] OK  Engsel 3 inch tapi 90 degree.stp [0.2s]
  [37/182] OK  Engsel 3 inch.stp [0.2s]
  [38/182] OK  Engsel Female.stp [0.1s]
  [39/182] OK  Engsel Male.stp [0.1s]
  [40/182] OK  001 Engsel Shaft.stp [0.1s]
  [41/182] OK  002 Right Side Engsel.stp [0.1s]
  [42/182] OK  003 Left Side Engsel.stp [0.1s]
  [43/182] OK  Assembly 90 sudut darjah.stp [0.2s]
  [44/182] OK  Engsel Door.STEP [0.2s]
  [45/182] OK  75mm (3in)-hinge.STEP [0.4s]
  [46/182] OK  HINGE.stp [0.2s]
  [47/182] OK  HL050-2.STEP [0.2s]
  [48/182] OK  Hinge 38X300.step [0.3s]
  [49/182] OK  Hinge SUS 304 91mm.STEP [0.3s]
  [50/182] OK  Hinge.step [0.2s]
  [51/182] OK  Hingebottom.STEP [0.1s]
  [52/182] OK  Hingetop.STEP [0.1s]
  [53/182] OK  NH N220-137 Gate Hinge.stp [1.3s]
  [54/182] OK  PaumelleInox1.stp [0.2s]
  [55/182] OK  PaumelleInox2.stp [0.2s]
  [56/182] OK  PaumelleInox3.stp [0.3s]
  [57/182] OK  PaumelleInox4.stp [0.3s]
  [58/182] OK  PaumelleInox5.stp [0.3s]
  [59/182] OK  SK2-041.stp [0.2s]
  [60/182] OK  SK2-047S.stp [0.3s]
  [61/182] OK  SK2-048.stp [0.1s]
  [62/182] OK  SK2-049-1A.stp [0.2s]
  [63/182] OK  SK2-078-1.stp [0.2s]
  [64/182] OK  SK2-079.stp [0.2s]
  [65/182] OK  SK2-111.stp [0.2s]
  [66/182] OK  SK2-135.stp [0.2s]
  [67/182] OK  SK2-172S-1.stp [0.2s]
  [68/182] OK  SK2-1941.stp [0.2s]
  [69/182] OK  SK2-234-1.stp [0.2s]
  [70/182] OK  SK2-235.stp [0.2s]
  [71/182] OK  SK2-236.STEP [0.7s]
  [72/182] OK  SK2-335.stp [0.2s]
  [73/182] OK  SK2-535-1.stp [0.2s]
  [74/182] OK  SK2-729S.stp [0.2s]
  [75/182] OK  SK2-735-1.stp [0.2s]
  [76/182] OK  SK2-8064-1.stp [0.2s]
  [77/182] OK  SK2-835-2.stp [0.2s]
  [78/182] OK  Hinge Assembly.STEP [0.3s]
  [79/182] OK  TORQUE HINGE RS-770-2983.stp [0.2s]
  [80/182] OK  петля-комплект.stp [1.8s]
  [81/182] OK  B-1-3.STEP [0.2s]
  [82/182] NODES>20 (40): Ball Bearing Door Hinge.STEP [0.3s] → nodes_gt_20/
  [83/182] OK  Fortress HX10075SS.STEP [0.5s]
  [84/182] OK  BUTT HINGE.STEP [0.2s]
  [85/182] OK  HINGE HALF A.STEP [0.1s]
  [86/182] OK  HINGE HALF B.STEP [0.1s]
  [87/182] OK  HINGE PIN.STEP [0.1s]
  [88/182] OK  Butt Hinge 60 x 60mm.STEP [0.2s]
  [89/182] OK  CH-CL-4050.stp [0.2s]
  [90/182] OK  DHFM-40.STEP [0.3s]
  [91/182] OK  DHIM 50_50 Hinges.step [0.1s]
  [92/182] OK  DOBRADIÇA #1,5x76,2x48mm.STEP [0.2s]
  [93/182] OK  CJ DOBRADIÇA - 22 - 50 - F-M5.STEP [0.2s]
  [94/182] OK  DOBRADIÇA - 01.STEP [0.1s]
  [95/182] OK  DOBRADIÇA - 02.STEP [0.1s]
